"Dane pochodz¹ z serwisu Money.pl http://www.money.pl"
"Data","Otw","Min","Max","Zamkn","Zmn.[%]"
"2006-10-31","47335,62","47244","47589,7","47358,12","+0,32"
"2006-10-30","47385,73","47030,35","47412,02","47209,15","-1,16"
"2006-10-27","48232,37","47615,77","48279,87","47761,04","-1,14"
"2006-10-26","48471,99","48141,44","48555,73","48310,22","+0,75"
"2006-10-25","47659,55","47537,34","47951,5","47951,5","+0,9"
"2006-10-24","47483,9","47341,39","47683,16","47523,51","+0,19"
"2006-10-23","47678,18","47174,97","47753,77","47432,27","-0,27"
"2006-10-20","48087,83","47365,91","48253,88","47562,92","-0,55"
"2006-10-19","47454,05","47434,54","47823,87","47823,87","+0,36"
"2006-10-18","46934,35","46831,77","47789,61","47651","+1,79"
"2006-10-17","47321,68","46812,97","47463,06","46812,97","-1,23"
"2006-10-16","47315,45","46987,2","47504,31","47393,92","+0,24"
"2006-10-13","47110,4","47067,08","47367,96","47280,43","+0,7"
"2006-10-12","46244,21","46229,47","46989,05","46950,76","+1,32"
"2006-10-11","46352,5","46143,55","46505,58","46340,32","+0,44"
"2006-10-10","45716,25","45716,25","46451,62","46138,35","+1,48"
"2006-10-09","44941,65","44933,66","45464,58","45464,58","+1,11"
"2006-10-06","44981,12","44854,51","45140,7","44966,63","-0,09"
"2006-10-05","44777,06","44777,06","45038,63","45008,8","+1,67"
"2006-10-04","43849,12","43725,35","44344,4","44267,46","+0,59"
"2006-10-03","44005,08","43818,46","44190,61","44007,66","-0,46"
"Liczba wierszy ograniczona do 50"
