"Dane pochodz¹ z serwisu Money.pl http://www.money.pl"
"Data","Otw","Min","Max","Zamkn","Zmn.[%]"
"2006-01-31","38994,74","37830,76","38994,74","37854,95","-3,21"
"2006-01-30","39082,97","38855,84","39167,21","39109,05","+0,01"
"2006-01-27","39152,21","38725,12","39224","39106,99","+0,25"
"2006-01-26","39557,8","38940,89","39557,8","39008,07","-0,87"
"2006-01-25","39258,97","39107,96","39421,97","39351,63","+1,15"
"2006-01-24","39074,8","38692,77","39211,64","38906,01","-0,07"
"2006-01-23","38517,42","38313,95","39005,89","38932,16","-0,21"
"2006-01-20","38956,2","38827,9","39160,39","39013,09","+0,59"
"2006-01-19","38094,91","38094,91","38902,79","38782,85","+2,45"
"2006-01-18","37479,11","37405,52","37888,91","37854,94","-0,72"
"2006-01-17","38099,21","37931,06","38217,65","38129,38","-0,02"
"2006-01-16","37547,29","37494,62","38140,12","38138,21","+1,43"
"2006-01-13","37681,09","37495","37735,97","37599,52","-1,24"
"2006-01-12","38051,66","37796,17","38085,32","38071,1","-0,05"
"2006-01-11","37750,6","37677,24","38161,37","38090,99","+1,75"
"2006-01-10","37753,22","37435,49","37865,55","37435,49","-0,96"
"2006-01-09","38271,54","37798,66","38591,68","37798,66","-0,32"
"2006-01-06","37674,73","37484,34","38136,62","37921,06","+0,84"
"2006-01-05","37663,39","37428,36","37697,07","37603,47","-0,07"
"2006-01-04","37225,05","37104,29","37631,17","37631,17","+2,22"
"2006-01-03","36153,49","36100,75","36953,49","36814,06","+2,13"
"Liczba wierszy ograniczona do 50"
