"Dane pochodz¹ z serwisu Money.pl http://www.money.pl"
"Data","Otw","Min","Max","Zamkn","Zmn.[%]"
"2003-02-28","13707,38","13688,8","13782,72","13775,47","+0,35"
"2003-02-27","13613,25","13609,69","13727,11","13727,11","+0,49"
"2003-02-26","13650,09","13572,11","13670,69","13659,97","+0,27"
"2003-02-25","13766,38","13603,11","13774,56","13622,95","-1,39"
"2003-02-24","13864,4","13814,98","13956,46","13814,98","-0,77"
"2003-02-21","13891,18","13891,09","13971,21","13922,09","-0,42"
"2003-02-20","13822,87","13817,02","13981,37","13981,37","+0,99"
"2003-02-19","13890,08","13808,46","13912,04","13844,75","-0,78"
"2003-02-18","13996,32","13924,6","14037,12","13953,5","-0,6"
"2003-02-17","14044,61","13968,32","14079,91","14038,18","+1,19"
"2003-02-14","13841,91","13781,3","13873,18","13873,18","+0,05"
"2003-02-13","13753,11","13737,43","13900,78","13865,86","+0,43"
"2003-02-12","13848,43","13779,58","13855,9","13806,1","-0,81"
"2003-02-11","13953,54","13883,9","14000,49","13918,78","+0,34"
"2003-02-10","13750,93","13750,93","13880,2","13871,4","+0,54"
"2003-02-07","13627,96","13627,52","13823,07","13797,26","+0,75"
"2003-02-06","13824,6","13694,82","13876,01","13694,82","-1,32"
"2003-02-05","13800,07","13797,48","13905,51","13877,99","+0,04"
"2003-02-04","14071,19","13861,93","14103,97","13871,99","-1,79"
"2003-02-03","13914,62","13914,62","14143,14","14125,43","+2,03"
"Liczba wierszy ograniczona do 50"
