"Dane pochodz¹ z serwisu Money.pl http://www.money.pl"
"Data","Otw","Min","Max","Zamkn","Zmn.[%]"
"2003-04-30","14211,42","14022,18","14259,75","14259,75","-0,02"
"2003-04-29","14316,97","14149,9","14343,09","14262,09","-0,18"
"2003-04-28","14171,81","14169,2","14341,35","14287,79","+0,39"
"2003-04-25","14153,16","14142,26","14234,42","14231,82","+0,25"
"2003-04-24","14290,87","14176,62","14333,11","14196,17","-1,02"
"2003-04-23","14296,8","14294,95","14368,14","14341,97","+0,74"
"2003-04-22","14204,85","14201,85","14277,57","14236,89","+0,18"
"2003-04-17","14097,36","14079,62","14211,61","14211,61","+0,63"
"2003-04-16","14238,91","14121,84","14297,04","14121,97","-0,5"
"2003-04-15","14246,83","14114,99","14257,44","14193,13","+0,13"
"2003-04-14","14334,66","14159,14","14334,66","14175,02","-1,34"
"2003-04-11","14401,02","14310,55","14422,37","14368,1","-0,1"
"2003-04-10","14494,02","14338,48","14506,3","14382,83","-0,83"
"2003-04-09","14444,42","14366,41","14522,67","14503,33","+0,36"
"2003-04-08","14445,23","14377,97","14505,99","14451,56","-0,31"
"2003-04-07","14383,79","14375,8","14523,23","14495,96","+2,26"
"2003-04-04","14158,83","14100,31","14194,87","14175,37","+0,18"
"2003-04-03","13997,95","13951,86","14217,28","14149,59","+1,72"
"2003-04-02","13867,61","13807,88","13929,8","13910,34","+1,06"
"2003-04-01","13810,83","13755,41","13835,34","13765,02","+0,04"
"Liczba wierszy ograniczona do 50"
