"Dane pochodz¹ z serwisu Money.pl http://www.money.pl"
"Data","Otw","Min","Max","Zamkn","Zmn.[%]"
"2003-12-31","20811,87","20807,93","20875,58","20820,07","-0,2"
"2003-12-30","20893,04","20802,17","20907,74","20862,15","+0,03"
"2003-12-29","20892,74","20725,33","20897,48","20855,13","-0,03"
"2003-12-23","20672,27","20652,36","20874,44","20862,08","+1,1"
"2003-12-22","20631,53","20598,47","20683,97","20635,98","+0,16"
"2003-12-19","20631,72","20510,16","20745,09","20603,46","-0,17"
"2003-12-18","20457,58","20446,33","20673,81","20637,72","+0,59"
"2003-12-17","20608,97","20494,86","20669,83","20516,22","-0,86"
"2003-12-16","20604,61","20474,55","20693,37","20693,37","-0,19"
"2003-12-15","20941,46","20686,42","20985,58","20733,41","+0,04"
"2003-12-12","20649,12","20629,67","20882,82","20725,98","+1,22"
"2003-12-11","20316,06","20290,31","20533,29","20476,83","+0,88"
"2003-12-10","20169,15","20099,58","20325,55","20297,58","-0,19"
"2003-12-09","20186,93","20118,51","20362,6","20336,97","+1,35"
"2003-12-08","19512,27","19483,16","20088,5","20066,46","+2,33"
"2003-12-05","19523,96","19465,64","19706,87","19610,2","-0,08"
"2003-12-04","19783,44","19575,9","19836,47","19626,04","-1,15"
"2003-12-03","19820,73","19582,83","19926,2","19854,94","+0,02"
"2003-12-02","19893,34","19750","20083,59","19850,94","+0,16"
"Liczba wierszy ograniczona do 50"
