"Dane pochodz¹ z serwisu Money.pl http://www.money.pl"
"Data","Otw","Min","Max","Zamkn","Zmn.[%]"
"2003-03-31","13819,93","13692,59","13846,76","13759,43","-1,57"
"2003-03-28","13992,91","13882,76","13997,33","13978,28","0"
"2003-03-27","14006,09","13940,55","14013,11","13977,69","-0,46"
"2003-03-26","14041,99","14010,27","14128,52","14041,94","+0,22"
"2003-03-25","13928,37","13892,39","14041,19","14011,12","-0,15"
"2003-03-24","14050,74","13972,68","14075,26","14032,74","-0,26"
"2003-03-21","13949,96","13904,98","14069,39","14069,39","+1,8"
"2003-03-20","13843,62","13811,94","13886,21","13820,75","+0,03"
"2003-03-19","13782,8","13758,74","13861,3","13816,95","-0,08"
"2003-03-18","13727,37","13704,38","13899,03","13828,66","+1,65"
"2003-03-17","13749","13568,82","13763,82","13604,78","-1,89"
"2003-03-14","13990,57","13841,71","14034,97","13866,61","-0,55"
"2003-03-13","13878,45","13872,85","13996,43","13943,35","+0,89"
"2003-03-12","13830,29","13706,47","13861,48","13820,51","-0,23"
"2003-03-11","13858,77","13759,75","13888,8","13852,81","-0,8"
"2003-03-10","13659,58","13659,58","13964,47","13964,47","+2,68"
"2003-03-07","13487,24","13487,24","13607,41","13599,63","+0,64"
"2003-03-06","13478,14","13475,43","13581,25","13512,9","+0,08"
"2003-03-05","13425,17","13420,85","13542,32","13502,65","-0,02"
"2003-03-04","13641,74","13482,2","13648,44","13504,92","-1,33"
"2003-03-03","13713,58","13668,05","13774,21","13687,16","-0,64"
"Liczba wierszy ograniczona do 50"
