"Dane pochodz¹ z serwisu Money.pl http://www.money.pl"
"Data","Otw","Min","Max","Zamkn","Zmn.[%]"
"2004-01-30","21814,25","21690,44","21997,74","21947,21","+0,9"
"2004-01-29","21503,36","21441","21858,33","21751,41","-0,36"
"2004-01-28","22199,36","21804,36","22219,28","21829,92","-2,84"
"2004-01-27","22635","22426,21","22651","22469,07","-0,22"
"2004-01-26","22462,37","22382,33","22518,16","22518,16","+0,12"
"2004-01-23","22432,46","22286,96","22669","22490,12","+0,35"
"2004-01-22","22187,89","22119,98","22496,97","22411,71","+1,24"
"2004-01-21","22266,55","22072,51","22300,06","22137,2","-0,45"
"2004-01-20","22228,02","22146,95","22354,32","22238,18","+0,43"
"2004-01-19","22068,11","22016,83","22244,89","22144","+0,61"
"2004-01-16","22330,35","21952,66","22344,14","22010,2","-0,65"
"2004-01-15","21894,49","21796,66","22235,01","22155,21","+0,65"
"2004-01-14","22279,39","21935,1","22346,36","22012,32","-1,46"
"2004-01-13","22192,62","22124,08","22474,5","22338,16","+0,28"
"2004-01-12","21732,66","21596,99","22276,67","22276,67","+2,12"
"2004-01-09","21985,56","21710,17","22002,91","21813,73","-0,66"
"2004-01-08","22150,16","21905,87","22380,84","21958,3","-0,06"
"2004-01-07","21922,22","21761,06","22038,21","21972,55","+0,09"
"2004-01-06","22053,01","21855,74","22215,39","21953,58","-0,29"
"2004-01-05","21372,83","21372,83","22063,22","22017,8","+3,37"
"2004-01-02","20849,66","20848,93","21299,37","21299,37","+2,3"
"Liczba wierszy ograniczona do 50"
