"Dane pochodz¹ z serwisu Money.pl http://www.money.pl"
"Data","Otw","Min","Max","Zamkn","Zmn.[%]"
"2004-04-30","24188,91","24090,37","24361,69","24304,41","+0,85"
"2004-04-29","24424,48","23982,1","24433,07","24100,2","-2,04"
"2004-04-28","24565,26","24537,54","24701,85","24601,56","-0,04"
"2004-04-27","24681,58","24410,17","24734,87","24611,79","-0,01"
"2004-04-26","24542,31","24542,31","24741,68","24613,85","-0,11"
"2004-04-23","24705,14","24622,85","24765,66","24639,75","+0,69"
"2004-04-22","25116,38","24394,96","25116,38","24469,7","-2,74"
"2004-04-21","25086,17","25016,21","25289,55","25158,3","+0,11"
"2004-04-20","25099,49","24968,77","25140,97","25130,82","+0,7"
"2004-04-19","25191,2","24926,33","25244,08","24955,12","-0,41"
"2004-04-16","25125,11","24915,65","25175,28","25059,06","-0,54"
"2004-04-15","25082,35","25040,17","25196,35","25196,35","+0,73"
"2004-04-14","25059,44","24920,79","25110,93","25013,5","-0,77"
"2004-04-13","24852,27","24852,27","25253,94","25206,59","+2,08"
"2004-04-08","24449,23","24446,49","24736,45","24694,14","+0,94"
"2004-04-07","24492,04","24459,99","24637,84","24463,68","-0,39"
"2004-04-06","24489,53","24487,41","24701,28","24559,06","-0"
"2004-04-05","24408,58","24343,19","24572,97","24559,35","+0,7"
"2004-04-02","24065,23","24065,23","24492,61","24387,78","+2,11"
"2004-04-01","23846,8","23784,8","23972,13","23883,68","+0,06"
"Liczba wierszy ograniczona do 50"
