"Dane pochodz¹ z serwisu Money.pl http://www.money.pl"
"Data","Otw","Min","Max","Zamkn","Zmn.[%]"
"2004-05-31","23631,9","23507,82","23666,36","23607,7","+0,28"
"2004-05-28","23420,18","23357,94","23541,74","23541,74","+0,51"
"2004-05-27","23434,42","23326,84","23574,45","23421,78","+0,56"
"2004-05-26","23046,07","22983,87","23307,37","23290,65","+1,74"
"2004-05-25","23165,12","22778,15","23259,17","22891,66","-1,52"
"2004-05-24","23363,01","23155,54","23513,05","23245,43","-0,15"
"2004-05-21","23327,87","23280,31","23553,18","23280,31","-0,01"
"2004-05-20","23132,08","23103,99","23320,38","23282,2","+0,09"
"2004-05-19","23190,07","23146,91","23326,86","23261,2","+1,2"
"2004-05-18","22971,4","22898,52","23089,46","22984,54","+1,06"
"2004-05-17","22411,92","22392,27","22849,73","22743,79","+0,29"
"2004-05-14","22674,34","22620,19","22751,29","22677,49","+0,68"
"2004-05-13","22993,73","22446,44","23072,96","22523,4","-1,52"
"2004-05-12","22605,56","22567,55","22998,74","22870,31","+1,09"
"2004-05-11","23018,62","22506,98","23081,75","22623,5","-1,48"
"2004-05-10","23109,53","22816,2","23172,32","22962,68","-2,91"
"2004-05-07","23961,95","23600,71","24040,3","23651,06","-1,12"
"2004-05-06","24216,27","23780,57","24216,27","23919,36","-0,86"
"2004-05-05","24543,01","24087,86","24617,24","24126,04","-1,34"
"2004-05-04","24377,34","24347,17","24633,76","24454,64","+0,62"
"Liczba wierszy ograniczona do 50"
