"Dane pochodz¹ z serwisu Money.pl http://www.money.pl"
"Data","Otw","Min","Max","Zamkn","Zmn.[%]"
"2005-06-30","28046,48","28015,64","28355,74","28332,05","+0,86"
"2005-06-29","28165,8","28039,97","28194,2","28089,84","-0,07"
"2005-06-28","27959,63","27959,63","28137,96","28108,72","+0,75"
"2005-06-27","27997,62","27802,21","27997,62","27899,23","-0,61"
"2005-06-24","28122,71","27952,01","28167,28","28071,26","-0,94"
"2005-06-23","28530,77","28182,28","28550,53","28336,22","-0,2"
"2005-06-22","28037,71","28037,71","28413,72","28394,28","+1,26"
"2005-06-21","28042,38","27976,64","28104,81","28041,32","+0,16"
"2005-06-20","27945,44","27944,3","28122,7","27996,8","+0,04"
"2005-06-17","27808,29","27792,99","27985,85","27985,85","+0,6"
"2005-06-16","27891,35","27748,21","27939,27","27819,48","-0,03"
"2005-06-15","27432,15","27432,15","27827,4","27827,4","+1,32"
"2005-06-14","27731","27366,25","27787,15","27465,18","-0,81"
"2005-06-13","27499,31","27476,63","27781,46","27688,28","+0,41"
"2005-06-10","27568,52","27540,86","27661,72","27574,66","+0,19"
"2005-06-09","27396,56","27331,9","27521,19","27521,19","+0,35"
"2005-06-08","27311,36","27284,17","27456,09","27425,43","-0,06"
"2005-06-07","27400,84","27234,47","27452,29","27441,93","+0,39"
"2005-06-06","26985,91","26954,79","27335,87","27335,87","+1,34"
"2005-06-03","26901,4","26847,85","27021,17","26974,61","+0,68"
"2005-06-02","26567,63","26559,36","26852,51","26793,57","+1,11"
"2005-06-01","26602,4","26427,39","26671,42","26499,16","-0,92"
"Liczba wierszy ograniczona do 50"
