"Dane pochodz¹ z serwisu Money.pl http://www.money.pl"
"Data","Otw","Min","Max","Zamkn","Zmn.[%]"
"2005-11-30","33710,88","33626,43","34017,83","33926,06","+0,52"
"2005-11-29","33569,9","33414,34","33749,78","33749,78","+0,34"
"2005-11-28","33574,23","33482,95","33779,77","33635,64","+0,73"
"2005-11-25","33433,75","33195,95","33433,75","33392,83","+0,28"
"2005-11-24","33372,98","33191,37","33387,41","33299,94","+0,07"
"2005-11-23","33206,61","33102,41","33368,22","33275,03","+0,47"
"2005-11-22","33563,69","33119,93","33605,37","33119,93","-0,86"
"2005-11-21","33762,75","33405,9","33777,98","33405,9","-0,78"
"2005-11-18","33854,83","33564,92","33909,63","33667,04","+0,23"
"2005-11-17","33131,16","33081,48","33590,18","33590,18","+1,78"
"2005-11-16","33123,07","32789,5","33270,45","33001,54","-0,24"
"2005-11-15","33256,17","32901,03","33256,17","33079,31","-0,16"
"2005-11-14","33347,53","32861,18","33377,27","33131,51","+0,36"
"2005-11-10","33160,38","32761,2","33217,3","33012,91","-0,04"
"2005-11-09","32942,05","32854,97","33034,99","33026,89","+0,11"
"2005-11-08","32996,05","32880,63","33039,06","32989,06","-0,29"
"2005-11-07","33172,38","32780,64","33172,38","33084,75","-0,7"
"2005-11-04","33224,04","33021,17","33317,63","33317,63","+0,42"
"2005-11-03","32954,25","32737,51","33183,4","33178,91","+1,15"
"2005-11-02","32482,82","32324,5","32801,74","32801,74","+2,43"
"Liczba wierszy ograniczona do 50"
